Grupos etarios Uso Internet,Años__ESTANDAR,value,grupo_etario_ord,País__ESTANDAR_Argentina,País__ESTANDAR_Bolivia (Estado Plurinacional de),País__ESTANDAR_Brasil,País__ESTANDAR_Chile,País__ESTANDAR_Colombia,País__ESTANDAR_Costa Rica,País__ESTANDAR_Ecuador,País__ESTANDAR_El Salvador,País__ESTANDAR_Honduras,País__ESTANDAR_México,País__ESTANDAR_Panamá,País__ESTANDAR_Paraguay,País__ESTANDAR_Perú,País__ESTANDAR_Uruguay
18 a 25 años de edad,2017,79,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18 a 25 años de edad,2018,79,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18 a 25 años de edad,2019,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18 a 25 años de edad,2022,89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26 a 50 años de edad,2014,46,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26 a 50 años de edad,2015,54,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26 a 50 años de edad,2016,59,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26 a 50 años de edad,2017,68,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26 a 50 años de edad,2018,70,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26 a 50 años de edad,2019,72,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26 a 50 años de edad,2022,84,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51 a 65 años,2014,27,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51 a 65 años,2015,31,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51 a 65 años,2016,36,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51 a 65 años,2017,41,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51 a 65 años,2018,49,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51 a 65 años,2019,51,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51 a 65 años,2022,73,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66 años en adelante,2014,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66 años en adelante,2015,10,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66 años en adelante,2016,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66 años en adelante,2017,14,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66 años en adelante,2018,18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66 años en adelante,2019,20,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66 años en adelante,2022,39,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
edad de medicion a 17 años,2005,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2007,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2009,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2010,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2011,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2012,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2013,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2015,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2016,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2017,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2018,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2019,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2020,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2021,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2022,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2005,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2006,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2007,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2008,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2009,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2010,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2011,37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2012,48,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2013,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2015,75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2016,81,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2017,85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2018,88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2019,91,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2020,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2021,92,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18 a 25 años de edad,2022,91,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2005,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2006,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2007,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2008,14,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2009,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2010,18,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2011,24,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2012,27,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2013,38,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2015,57,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2016,63,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2017,73,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2018,78,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2019,82,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2020,85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2021,89,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26 a 50 años de edad,2022,88,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2005,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2006,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2007,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2008,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2009,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2010,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2011,10,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2012,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2013,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2015,19,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2016,26,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2017,34,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2018,42,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2019,49,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2020,55,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2021,61,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 a 65 años,2022,64,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2005,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2006,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2007,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2008,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2009,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2010,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2011,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2012,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2013,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2015,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2016,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2018,13,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2019,13,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2020,19,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2021,25,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66 años en adelante,2022,29,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
edad de medicion a 17 años,2007,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2008,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2009,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2010,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2011,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2012,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2013,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2014,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2015,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2016,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2017,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2018,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2019,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2020,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2021,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2022,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2007,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2008,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2009,58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2010,58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2011,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2012,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2013,66,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2014,68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2015,69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2016,75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2017,79,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2018,82,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2019,86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2020,87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2021,91,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18 a 25 años de edad,2022,93,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2007,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2008,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2009,29,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2010,29,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2011,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2012,33,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2013,35,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2014,37,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2015,38,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2016,45,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2017,50,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2018,57,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2019,63,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2020,69,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2021,76,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26 a 50 años de edad,2022,80,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2007,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2008,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2009,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2010,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2011,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2012,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2013,17,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2014,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2015,20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2016,23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2017,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2018,31,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2019,36,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2020,42,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2021,48,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51 a 65 años,2022,54,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2007,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2008,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2009,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2010,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2011,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2012,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2013,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2014,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2015,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2016,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2017,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2018,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2019,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2020,18,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2021,20,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66 años en adelante,2022,23,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
edad de medicion a 17 años,2008,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2009,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2010,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2011,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2012,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2013,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2014,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2015,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2016,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2017,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2018,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edad de medicion a 17 años,2019,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2008,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2009,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2010,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2011,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2012,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2013,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2014,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2015,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2016,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2017,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2018,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18 a 25 años de edad,2019,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2008,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2009,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2010,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2011,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2012,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2013,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2014,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2015,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2016,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2017,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2018,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26 a 50 años de edad,2019,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2008,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2009,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2010,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2011,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2012,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2013,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2014,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2015,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2016,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2017,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2018,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51 a 65 años,2019,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2008,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2009,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2010,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2011,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2012,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2013,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2014,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2015,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2016,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2017,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2018,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 años en adelante,2019,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
